X1,doc_id,triple,src_file_id,file_section_id,section_sentence_id,src_column,speechdate,debate,text,year,decade
17901163,S3V0277P0_3979,landlord-have-power,S3V0277P0,4,614,44,1883-03-10,CLASS III. —LAW AND JUSTICE.,"and learned Gentleman was the ablest advocate—namely, the landlords—had the power of dealing with the Irish tenants as they pleased",1883,1880
18105947,S3V0279P0_24145,landlord-have-power,S3V0279P0,23,223,1771,1883-06-05,SECOND READING.,"According to the law of Scotland, the landlord had the power of refusing to accept any tenant except the heir-at-law.",1883,1880
18143660,S3V0280P0_9960,landlord-have-power,S3V0280P0,2,101,488,1883-06-13,SECOND READING.,"At the time the present system was adopted, it was thought desirable that landlords should have these extra powers; but circumstances had very much changed since then.",1883,1880
18251438,S3V0281P0_23055,landlord-have-power,S3V0281P0,15,288,1701,1883-07-17,IMPROVEMENTS.,"He knew that the answer which had been attempted to be made to this, both by Members of Her Majesty's Government and also in the Press of the country, was that the tenant would derive no ultimate benefit, because the landlord would have power to recoup himself by adding to the previously increased rent such a sum as would repay the interest on the amount which he paid for compensation.",1883,1880
18251443,S3V0281P0_23063,landlord-have-power,S3V0281P0,15,296,1701,1883-07-17,IMPROVEMENTS.,"As Sir James Caird said, the landlord had no more power to raise the tenant's rent indefinitely than he had to raise the price of Consols or Railway Shares if he desired to sell thorn.",1883,1880
18256272,S3V0281P0_24343,landlord-have-power,S3V0281P0,15,1576,1785,1883-07-17,IMPROVEMENTS.,A landlord had no power to stop him.,1883,1880
18261142,S3V0281P0_26471,landlord-have-power,S3V0281P0,52,574,1960,1883-07-19,"IMPROVEMENTS,","It was, therefore, desirable, when the tenant was undertaking drainage, that the landlord should have the power of inspecting the works as they went on.",1883,1880
18261156,S3V0281P0_26508,landlord-have-power,S3V0281P0,52,611,1963,1883-07-19,"IMPROVEMENTS,","said, that, as far as the landlord was concerned, the Amendment was perfectly worthless, because the landlord would have no power of doing the work until he was set in motion by the tenant.",1883,1880
18279319,S3V0282P0_4750,landlord-have-power,S3V0282P0,21,81,73,1883-07-20,IMPROVEMENTS.,"He thought that the clear course to adopt in regard to this measure was to lay down that the provisions of this Bill formed a reasonable standard of compensation; that landlords and tenants might have power to enter into agreements for a higher rate of compensation than would be provided in the Bill; but that, in order to avoid litigation, and to make sure that farmers should have the benefit of this Bill, such as it was, a Proviso should be inserted, to the effect that farmers entering into agreements of the kind which was desired by the hon.",1883,1880
18283901,S3V0282P0_6396,landlord-have-power,S3V0282P0,35,600,201,1883-07-23,IMPROVEMENTS.,The landlord had now power to sue the tenant for rent due in the Courts of Law; the result of the exercise of that power being almost invariably that even where the landlord obtained judgment for the amount of rent due to him with costs—the tenant generally being a man of straw—,1883,1880
18283905,S3V0282P0_6401,landlord-have-power,S3V0282P0,35,605,201,1883-07-23,IMPROVEMENTS.,"He moved to add to Clause 6 of the Bill the words— ""Provided, That the landlord shall have power to proceed by original claim, and not merely by way of counter claim.",1883,1880
18283927,S3V0282P0_6443,landlord-have-power,S3V0282P0,35,647,204,1883-07-23,IMPROVEMENTS.,"A landlord had power at Common Law, irrespective of this Bill, to claim for waste.",1883,1880
18286583,S3V0282P0_7725,landlord-have-power,S3V0282P0,31,66,314,1883-07-24,PART II.,"Under the present law, the landlord had power to distrain for six years' arrears; under the new law, he would only have power to distrain for one year.",1883,1880
18315896,S3V0282P0_18520,landlord-have-power,S3V0282P0,40,431,1193,1883-07-31,FURTHER CONSIDERATION.,"Gentleman opposite (Mr. Dodson) would make it clear that the year's rent the landlord had power to distrain for was the year's rent plus six months' arrears, or, altogether, 18 months' rent?",1883,1880
18318717,S3V0282P0_19724,landlord-have-power,S3V0282P0,8,759,1281,1883-08-01,COMMITTEE. [Progress 31st July. ],"moved' in page 9, line 24, after ""removal, "" to insert the words— ""And, failing his doing so, the landlord shall have power to make it good at the expense of the tenant. """,1883,1880
18368475,S3V0283P0_8782,landlord-have-power,S3V0283P0,30,336,571,1883-08-14,SECOND READING.,"But it was pointed out—and he (Mr. Trevelyan) thought with great force—that this was done some years ago, before the rents were in many cases fixed judicially, and at a time when the landlord, if he found that half the cess was an unexpected burden upon him, had the power to raise the rent.",1883,1880
18449193,S3V0284P0_17210,landlord-have-power,S3V0284P0,24,11,1182,1884-02-18,LAND LAW (IRELAND)—CASE OF MICHAEL KILLIAN.,"Whether he is aware that the bog from which Killian had been for some time past allowed to supply himself with turf at a nominal payment is the exclusive property of the landlord, and that the landlord has full power and rights to sell, give, or refuse permission to anyone to cut turf thereon; whether the 8th section of the Prevention of Crime Act provides for the punishment of anyone who uses intimidation to any person in consequence of his having done an act which he had a legal right to do; and, whether the Government intended to prosecute Mr. John Adye Curran and the hon.",1884,1880
19043801,S3V0300P0_22816,landlord-have-power,S3V0300P0,33,798,1680,1885-08-10,COMMITTEE.,"When the holding was sold by the Land Commission, it would be lawful for them to make a vesting order; but if the sale was by the landlord to the tenant, then the landlord appeared to have power to dictate to the tenant whether he was to use a vesting order or a conveyance.",1885,1880
19077508,S3V0302P0_9646,landlord-have-power,S3V0302P0,24,31,642,1886-02-18,SCOTLAND—CROFTERS AND COTTARS.,"Legitimate legislation was what they required; and he asked the House, as a first step, to stand between them and a wrong-doer, and not between them and good landlords—though even good landlords in Scotland had far too much power",1886,1880
19212244,S3V0304P0_7676,landlord-have-power,S3V0304P0,47,477,487,1886-04-01,[SECOND NIGHT. ],"If the Committee substitute ""two"" for ""one, "" the effect will be that the landlord would have no power to regain possession of the land.",1886,1880
19212324,S3V0304P0_7818,landlord-have-power,S3V0304P0,47,619,495,1886-04-01,[SECOND NIGHT. ],"Member, I may say that no landlord will have the power of displacing a tenant without first giving a formal notice of removal; and Clause 8 makes it perfectly clear that he will be compensated in case of removal for any permanent improvements he may have effected.",1886,1880
19334104,S3V0306P0_340,landlord-have-power,S3V0306P0,3,20,157,1886-05-27,I. —Security of Tenure.,"Under the circumstances which would be introduced by the power of bequest contained in the Bill, the landlord ought to have some power over crofts held by persons in receipt of parochial relief.",1886,1880
19335174,S3V0306P0_447,landlord-have-power,S3V0306P0,3,127,166,1886-05-27,I. —Security of Tenure.,"The Amendment proceeded— ""The landlord shall also have power to resume possessisn of any croft or crofts for such estate purposes as he may consider necessary upon payment to the crofter or crofters of compensation at the rate of seven years' rent of the croft or crofts so resumed. """,1886,1880
19335223,S3V0306P0_585,landlord-have-power,S3V0306P0,7,69,177,1886-05-27,V. —Enlargement of Holdings.,He hoped the landlord would have power to go before a Sheriff in such a case and agree to pay compensation to the legatee rather than allow him to take possession of land where it was desirable to increase the size of the holdings.,1886,1880
19410691,S3V0308P0_654,landlord-have-power,S3V0308P0,6,626,55,1886-08-19,ADDRESS IN ANSWER TO HER MAJESTY'S MOST GRACIOUS SPEECH.,"The bargain was this—the landlords were deprived of that to which they had an undoubted right—namely, the power of changing their tenants or taking their lands into their own hands, and fixing their own rents in the open market.",1886,1880
19519978,S3V0309P0_18734,landlord-have-power,S3V0309P0,80,153,1133,1886-09-21,ADJOURNED DEBATE. [SECOND NIGHT. ],"Landlords might also have had power given them, during the period of suspension, to apply to the Court for leave to issue an execution, if it should appear that crops or stock were being improperly made away with.",1886,1880
19553706,S3V0310P0_9371,landlord-have-power,S3V0310P0,43,482,585,1887-02-03,ADJOURNED DEBATE. [SIXTH NIGHT. ],"At present, the arterial drainage of the country was in a most disgraceful state, principally in consequence of the fact that the landlords, who alone had the power under the existing law to deal with it, had no interest in improving it; whereas the tenants, who would be benefited by a proper system being carried out, had no power whatever in the matter.",1887,1880
19717113,S3V0312P0_23072,landlord-have-power,S3V0312P0,28,1426,1543,1887-03-25,RESOLUTION.,"In Ireland, where the landlords have had power to do so—",1887,1880
19752746,S3V0313P0_9872,landlord-have-power,S3V0313P0,51,9,511,1887-04-05,IRISH LAND LAW BILL—LEASEHOLDERS.,"Is it intended to make leaseholders present tenants in any ease against their will, except in cases where they have paid fines for their leases; and is it intended that the landlord shall have power to apply to resume the holdings?",1887,1880
19980044,S3V0317P0_15361,landlord-have-power,S3V0317P0,68,729,840,1887-07-14,SECOND READING. [ADJOURNED DEBATE. ] [THIRD NIGHT. ],Baronet the Member for the Barnard Castle Division of Durham (Sir Joseph Pease) spoke as if he thought that landlords in Ireland still had the power of raising their rents whenever they pleased.,1887,1880
20016424,S3V0317P0_31311,landlord-have-power,S3V0317P0,38,933,1955,1887-07-25,COMMITTEE [Progress 2lst July. ],"The first is, that the landlord should have no power of resumption unless the Court assents.",1887,1880
20016839,S3V0317P0_31722,landlord-have-power,S3V0317P0,38,1344,1976,1887-07-25,COMMITTEE [Progress 2lst July. ],"These conditions are introduced in leases, not with any intention of enforcing them, but for the purpose of getting the tenants into the landlords' power; it is quite impossible a tenant could keep such conditions, and if the landlord is still to have power to insist upon them, leaseholders will receive very little benefit from this Act.",1887,1880
20048948,S3V0318P0_12455,landlord-have-power,S3V0318P0,53,135,738,1887-08-01,IRISH LAND LAW BILL [Lords]. [BILL 308. ],"Of course, all debts are recoverable in the same way; but the landlord, at this moment, has the power of recovering his rent withont taking out any writ of fieri facias at all.",1887,1880
20182912,S3V0320P0_9905,landlord-have-power,S3V0320P0,44,1791,557,1887-08-30,SUPPLY—CIVIL SERVICE ESTIMATES.,Gentlemen opposite to say in what respect is it less unjust to the people of Ireland for the landlords to appoint one of their fuglemen and champions in Ireland to have unrestrained power over them than it would have been if the Government had appointed myself or the hon.,1887,1880
20785556,S3V0331P0_1477,landlord-have-power,S3V0331P0,48,206,43,1888-11-23,LAND PURCHASE (IRELAND) BILL.,"But if it were true, as he contended, that they had no right or power to protect the tenant, then what was the answer to be made to the contention that the landlord had the power to put before the tenant two alternatives only—purchase subject to the arrears or pay the arrears, or go out—and either alternative might involve the most grievous oppression?",1888,1880
20841436,S3V0331P0_26357,landlord-have-power,S3V0331P0,72,467,1641,1888-12-10,CLASS III. —LAW AND JUSTICE.,"It was because the landlords had power to shield themselves under the protection of British law, with all the power of the police and military, that those proceedings became bad and painful.",1888,1880
20923531,S3V0333P0_14902,landlord-have-power,S3V0333P0,40,651,887,1889-03-04,ADJOURNED DEBATE.,"In fact, I think more than one-half has gone into the pockets of the landlords, because on crofts under a certain value the landlord pays the whole of the rates, and on other crofts the Commissioners of Supply have the power of fixing who shall pay the rates, and, as these Commissioners consist of large landed proprietors, they have relieved themselves of the burden and imposed it on the tenants.",1889,1880
21058101,S3V0335P0_17703,landlord-have-power,S3V0335P0,1,971,943,1889-05-01,LEASEHOLD S ENFRANCHISEMENT BILL. —(No. 11. ),Under this Bill the landlord has no power to compel the leaseholder to enfranchise.,1889,1880
21825477,S3V0351P0_22190,landlord-have-power,S3V0351P0,49,205,1451,1891-03-19,CONSIDERATION OF LORDS' AMENDMENTS.,I hold that the landlord should have exactly the same power to recover from the occupier which the tithe owner has at present.,1891,1890
21825875,S3V0351P0_22161,landlord-have-power,S3V0351P0,49,176,1450,1891-03-19,CONSIDERATION OF LORDS' AMENDMENTS.,"But the landlord is to have power not only to distrain on his own land, but also upon other land which the tenant may hold as a yeoman farmer; and if it is proposed to confer that power on the landlord, I shall do all I can to defeat it.",1891,1890
21825880,S3V0351P0_22168,landlord-have-power,S3V0351P0,49,183,1450,1891-03-19,CONSIDERATION OF LORDS' AMENDMENTS.,"This Bill proposes that the occupier shall no longer pay the tithe rent-charge, but that the landlord shall pay it, and it gives the landlord identically the same powers as the tithe owner possessed, so that the occupier is in no worse position, while the landlord is in a worse, and not a better, position, because he has no general powers of recovery, but only those which the tithe owner had before.",1891,1890
21825884,S3V0351P0_22191,landlord-have-power,S3V0351P0,49,206,1451,1891-03-19,CONSIDERATION OF LORDS' AMENDMENTS.,It is quite evident that the landlord ought to have the same power of recovery from the occupier as the tithe owner has now.,1891,1890
22036559,S4V0004P0_9550,landlord-have-power,S4V0004P0,30,8,550,1892-05-10,RESOLUTION.,"Although he might greatly improve his holding from the time the lease was granted, yet at the end of the lease those improvements made by the tenant became by the operation of the law the property of the landlord, and in the generality of cases without any compensation to the tenant; and on a renewal of the lease the landlord had the power to exact an increased rent in respect to the very improvements of the tenant.",1892,1890
22207461,S4V0010P0_22378,landlord-have-power,S4V0010P0,5,141,1414,1893-03-29,SECOND READING.,In regard to the derelict farms they said the landlord and the evicted tenant should come to terms; and that in the event of their failing to do so the Commission should have power to make a compulsory arbitration and to reinstate the tenant on such terms as they may think fit.,1893,1890
22430522,S4V0020P0_2762,landlord-have-power,S4V0020P0,2,636,1783,1894-02-02,COMMITTEE. [SECOND NIGHT. ],"If they went to a man and said, ""We insist on your land being taken for 14 years on the basis of present value, "" it was only fair, if a railway were made close to the land, or if valuable minerals were found, that the landlord should have the power, after definite notice, and on payment of adequate compensation, to resume possession.",1894,1890
22451978,S4V0020P0_13598,landlord-have-power,S4V0020P0,31,173,677,1894-01-02,"COMMITTEE. [Progress, 1st January]","Suppose a roadside waste was 20 or 30 yards from the middle of a road, should the landlord have no power to enclose some of it?",1894,1890
22661857,S4V0028P0_3447,landlord-have-power,S4V0028P0,14,301,1199,1894-08-16,SCHEDULE V.,"pointed out that under the Crofters' Act the landlord had power to resume possession of bind for feuing, and he thought a similar power should be given in this Bill.",1894,1890
22796523,S4V0031P0_5193,landlord-have-power,S4V0031P0,42,422,318,1895-03-04,THE IRISH LAND BILL.,The landlords who assured us of this have undoubtedly very considerable power of fulfilling their own prophecies and of making their own word good.,1895,1890
22821834,S4V0031P0_15325,landlord-have-power,S4V0031P0,2,734,1013,1895-03-13,BOARDS OF GUARDIANS (IRELAND) BILL.,"But, anyhow, what an awful vision does it give us into the state of things, that landlords who have had this power so long should suppose that, if the franchise were extended and members abolished, they would have little chance of being chosen.",1895,1890
22882819,S4V0032P0_14329,landlord-have-power,S4V0032P0,61,630,976,1895-04-04,LAND LAW (IRELAND) BILL.,"That would be an absolute bar to the landlord accepting the arbitration proposed; unless the landlord had the power afterwards of accepting or refusing the price offered, he feared that the whole provision would be absolutely unworkable.",1895,1890
23137136,S4V0037P0_17273,landlord-have-power,S4V0037P0,4,565,1180,1896-02-26,EVICTED TENANTS (IRELAND) BILL.,"said, that if an order for sale was made under the 13th Clause of the Act of the late Government, and landlord and tenant agreed that order dispossessed the old tenant, and the landlord had the same power to put him out, and the tenant had the same rights as under this Bill.",1896,1890
23353978,S4V0041P0_11001,landlord-have-power,S4V0041P0,40,997,675,1896-06-08,LAND LAW (IRELAND) BILL.,"Until Mr. Gladstone passed the Land Bill of 1881, the landlord had the power of fixing the rent, and of charging anything he pleased.",1896,1890
23454266,S4V0043P0_3477,landlord-have-power,S4V0043P0,12,131,1610,1896-08-06,EXCLUSION OF CERTAIN HOLDINGS.,At present the landlord had that power and there was no reason why he should be prevented from continuing to exercise it.,1896,1890
23460204,S4V0043P0_6742,landlord-have-power,S4V0043P0,54,24,206,1896-07-20,"TURBARY AND OTHER PROFITS, EASEMENTS, AND PRIVILEGES.","Gentleman say there was a good deal to be said, was, that if the landlord wished to withdraw that which had been granted as a mere matter of grace or favour, and not as a contract at all, and the tenant persisted in acting in such a way as if the favour were still to continue, the landlord was to have no power whatever of enforcing the rights upon his own property.",1896,1890
23463847,S4V0043P0_8396,landlord-have-power,S4V0043P0,52,97,325,1896-07-21,EJECTMENTS FOR NONPAYMENT OF RENT IN CASE OF HOLDINGS UNDER LAND LAW ACTS.,"But the landlord had power immediately afterwards, even if the Amendment of the hon.",1896,1890
23470177,S4V0043P0_11070,landlord-have-power,S4V0043P0,73,3,566,1896-07-23,"AMENDMENT OF SECTION 57 OF THE LAND LAW (IRELAND) ACT, 1881.","It was a reasonable thing that a landlord should have power to make a future tenant into a present tenant, whether he had previously occupied the holding or not, and the Government were prepared to accept a new clause to that effect.",1896,1890
23514434,S4V0044P0_7951,landlord-have-power,S4V0044P0,19,733,634,1896-08-12,LAND LAW (IRELAND) BILL.,"If a landlord had the power to say to a tenant, ""You shall have no turbary if you get a fair rent fixed, "" how was the tenant to be compensated?",1896,1890
23514459,S4V0044P0_8041,landlord-have-power,S4V0044P0,19,823,641,1896-08-12,LAND LAW (IRELAND) BILL.,The landlord had at his back all the power that wealth could give him and would be able to oppress the tenant with expensive litigation.,1896,1890
514272,S3V0121P0_6504,landlord-have-power,S3V0121P0,0,131,274,1852-05-05,TENANT-RIGHT (IRELAND) BILL.,"If the landlord had the power of settling his own rent, the Bill would be so much waste paper, for he would say to his tenant—""I will let you the land under the old system for 15 s. an acre; but if you take it subject to the provisions of Mr. Crawford's Bill, you must pay me 25 for it. """,1852,1850
514281,S3V0121P0_6523,landlord-have-power,S3V0121P0,0,150,276,1852-05-05,TENANT-RIGHT (IRELAND) BILL.,The landlord would then have neither power nor incentive to discharge those duties so neces- sary for his own and his tenant's welfare.,1852,1850
648007,S3V0233P0_26743,landlord-have-power,S3V0233P0,4,12,1865,1877-04-25,[BILL 32. ] SECOND READING.,"On the other hand, in England there was no lien for accruing rent, but in the case of rent accrued the landlord had power to enforce payment without reference to any Court, and by his own motion.",1877,1870
660970,S3V0250P0_9361,landlord-have-power,S3V0250P0,25,129,528,1880-02-12,RELIEF OF DISTRESS (IRELAND. ),"He (Mr. Biggar) contended that no landlord ought to have the power to turn a tenant out without compensation, and that the State should say that nothing more than a fair and reasonable rent should be paid, and that an attempt should be made to establish what was called a peasant proprietary.",1880,1880
800135,S3V0325P0_9596,landlord-have-power,S3V0325P0,5,1077,501,1888-04-25,SECOND READING.,"There was a special power given by the Labourers' Cottages Act to Boards of Guardians to provide labourers' cottages out of the rates, and in many cases the landlords have only been protected by the action of the Privy Council from having this power used by the Boards of Guardians for no other purpose than the direct oppression of individuals.",1888,1880
894472,S4V0005P0_2940,landlord-have-power,S4V0005P0,10,7,1539,1892-06-20,DRAINAGE AND IMPROVEMENT OF LAND (IRELAND) (No. 2) BILL.,"In other words, I must point out to my noble Friend that, if a sufficient number of tenants may vote for a scheme, the landlord still has the power of veto.",1892,1890
995745,S4V0195P0_880,landlord-have-power,S4V0195P0,6,20,242,1908-10-28,LAW OF DISTRESS AMENDMENT BILL.,"The landlord was not to get his rent, but would have power to re-enter.",1908,1900
